payment_id,customer_id,amount,payment_method,bank,failure_reason,previous_success_count,previous_failure_count,retry_attempted,retry_delay_minutes,recovered,recovery_time_minutes,treatment_group
P03011,C00532,983.75,upi,HDFC,network_error,3,4,0,0,0,,0
P03012,C01178,185.03,card,Axis,network_error,3,2,1,30,0,,1
P03013,C02431,809.28,card,SBI,timeout,4,0,0,0,0,,0
P03014,C01092,604.84,card,Other,insufficient_funds,3,2,1,60,0,,1
P03015,C01902,495.97,netbanking,HDFC,limit_exceeded,3,0,0,0,0,,0
P03016,C00884,464.66,wallet,ICICI,limit_exceeded,7,3,1,120,0,,1
P03017,C02262,129.92,card,Other,bank_declined,7,2,1,60,1,184.0,1
P03018,C01679,469.61,card,ICICI,limit_exceeded,4,2,0,0,1,165.0,0
P03019,C02424,848.33,upi,SBI,timeout,5,2,1,30,0,,1
P03020,C02792,276.78,upi,HDFC,limit_exceeded,2,3,1,60,0,,1
P03021,C02261,473.54,upi,HDFC,limit_exceeded,3,3,0,0,0,,0
P03022,C02127,345.19,netbanking,Axis,insufficient_funds,6,0,1,120,0,,1
P03023,C01750,364.94,netbanking,SBI,bank_declined,6,5,1,10,0,,1
P03024,C02676,136.22,card,ICICI,bank_declined,3,2,1,120,1,51.0,1
P03025,C02652,782.37,card,ICICI,insufficient_funds,10,0,0,0,0,,0
P03026,C00782,499.44,netbanking,ICICI,bank_declined,9,2,1,10,0,,1
P03027,C02728,278.1,upi,ICICI,bank_declined,2,0,1,10,0,,1
P03028,C02106,1139.3,wallet,HDFC,bank_declined,2,0,0,0,0,,0
P03029,C00881,897.53,upi,HDFC,bank_declined,4,1,0,0,0,,0
P03030,C00447,470.24,upi,ICICI,insufficient_funds,4,3,0,0,0,,0
P03031,C02114,1181.81,upi,Axis,insufficient_funds,8,1,1,60,1,95.0,1
P03032,C01784,1492.6,card,Other,bank_declined,2,5,0,0,0,,0
P03033,C01278,255.08,card,SBI,limit_exceeded,5,3,1,30,0,,1
P03034,C01992,225.73,wallet,ICICI,limit_exceeded,5,0,0,0,1,10.0,0
P03035,C01068,103.29,card,SBI,bank_declined,7,2,1,10,1,195.0,1
P03036,C01578,300.05,card,ICICI,network_error,2,5,1,30,0,,1
P03037,C01012,375.72,upi,Axis,limit_exceeded,6,2,1,120,0,,1
P03038,C02275,157.3,upi,Other,network_error,2,3,0,0,1,111.0,0
P03039,C00774,274.0,card,ICICI,timeout,2,3,1,10,0,,1
P03040,C02727,826.91,upi,ICICI,limit_exceeded,4,5,0,0,1,19.0,0
P03041,C01815,592.62,upi,Other,insufficient_funds,4,0,0,0,1,162.0,0
P03042,C02649,289.44,netbanking,ICICI,insufficient_funds,4,4,1,120,1,35.0,1
P03043,C02427,1173.25,netbanking,HDFC,network_error,1,2,1,10,0,,1
P03044,C01202,191.9,wallet,Axis,network_error,6,4,1,30,0,,1
P03045,C01451,699.48,netbanking,HDFC,bank_declined,4,0,0,0,0,,0
P03046,C02757,418.84,netbanking,Axis,limit_exceeded,4,3,1,120,0,,1
P03047,C00307,526.81,netbanking,HDFC,timeout,4,1,1,30,0,,1
P03048,C00779,608.19,card,HDFC,bank_declined,3,2,0,0,0,,0
P03049,C02552,1139.07,card,ICICI,timeout,1,1,1,60,1,181.0,1
P03050,C02316,809.61,upi,Axis,timeout,7,1,1,10,1,186.0,1
P03051,C00008,1059.47,wallet,Axis,bank_declined,6,1,0,0,1,138.0,0
P03052,C02556,241.68,upi,ICICI,insufficient_funds,5,2,0,0,0,,0
P03053,C00476,402.64,card,Axis,limit_exceeded,3,0,0,0,0,,0
P03054,C01321,254.07,wallet,Axis,insufficient_funds,2,1,0,0,1,47.0,0
P03055,C02212,197.37,netbanking,ICICI,bank_declined,8,4,1,120,0,,1
P03056,C00485,927.53,netbanking,SBI,insufficient_funds,4,2,1,60,0,,1
P03057,C02615,125.12,netbanking,Other,limit_exceeded,3,0,1,60,1,112.0,1
P03058,C00905,327.42,upi,HDFC,insufficient_funds,3,2,0,0,1,132.0,0
P03059,C00559,335.6,card,Axis,insufficient_funds,4,3,0,0,1,11.0,0
P03060,C01968,424.71,card,Other,timeout,3,3,1,120,0,,1
P03061,C02286,221.25,wallet,ICICI,insufficient_funds,2,1,0,0,0,,0
P03062,C01128,294.11,card,Axis,insufficient_funds,2,1,1,10,0,,1
P03063,C01234,1818.29,netbanking,Other,insufficient_funds,5,3,0,0,0,,0
P03064,C02602,410.3,upi,HDFC,network_error,6,1,0,0,0,,0
P03065,C02876,265.49,wallet,Other,insufficient_funds,3,3,0,0,0,,0
P03066,C00468,581.06,upi,SBI,bank_declined,1,2,1,10,1,30.0,1
P03067,C02434,519.55,upi,Axis,timeout,8,2,1,120,0,,1
P03068,C02823,1895.89,card,HDFC,insufficient_funds,3,0,0,0,1,225.0,0
P03069,C00848,406.97,card,HDFC,timeout,7,1,1,120,1,200.0,1
P03070,C02435,692.9,netbanking,HDFC,timeout,4,5,1,60,0,,1
P03071,C02925,212.74,card,SBI,timeout,3,0,0,0,0,,0
P03072,C00259,297.95,netbanking,Other,bank_declined,3,1,0,0,0,,0
P03073,C00283,318.98,upi,HDFC,bank_declined,2,4,1,10,1,83.0,1
P03074,C01650,174.56,netbanking,SBI,timeout,4,3,0,0,0,,0
P03075,C01899,509.38,card,Axis,insufficient_funds,4,0,0,0,0,,0
P03076,C00040,587.68,upi,Axis,network_error,2,2,0,0,1,37.0,0
P03077,C02534,538.7,upi,ICICI,insufficient_funds,3,2,1,30,1,14.0,1
P03078,C02977,159.53,card,SBI,bank_declined,7,4,0,0,0,,0
P03079,C02268,250.67,netbanking,HDFC,timeout,3,2,1,10,0,,1
P03080,C01015,373.82,upi,SBI,network_error,3,4,0,0,0,,0
P03081,C00613,217.7,card,SBI,network_error,4,2,1,120,1,102.0,1
P03082,C02976,118.09,upi,Other,insufficient_funds,1,5,1,10,0,,1
P03083,C01916,963.54,card,ICICI,network_error,5,1,0,0,1,174.0,0
P03084,C00688,1418.17,netbanking,SBI,insufficient_funds,4,3,0,0,0,,0
P03085,C00613,1097.77,upi,HDFC,limit_exceeded,5,0,0,0,0,,0
P03086,C02308,604.49,card,ICICI,bank_declined,5,2,1,120,1,152.0,1
P03087,C02414,325.19,card,Axis,timeout,1,0,0,0,1,153.0,0
P03088,C01782,2247.39,netbanking,SBI,limit_exceeded,1,0,1,120,1,15.0,1
P03089,C01811,1043.38,netbanking,Other,insufficient_funds,6,2,1,10,0,,1
P03090,C02592,277.19,card,HDFC,insufficient_funds,6,4,1,120,1,119.0,1
P03091,C02697,1417.58,card,SBI,limit_exceeded,4,0,1,120,0,,1
P03092,C01548,553.18,wallet,Other,timeout,4,1,0,0,0,,0
P03093,C01931,1241.57,card,Axis,insufficient_funds,3,2,1,120,0,,1
P03094,C02862,1503.89,card,SBI,timeout,1,1,0,0,0,,0
P03095,C01153,310.0,card,Other,timeout,4,2,0,0,0,,0
P03096,C00575,448.43,upi,HDFC,bank_declined,4,3,1,10,1,107.0,1
P03097,C01911,586.05,netbanking,HDFC,limit_exceeded,5,1,0,0,1,104.0,0
P03098,C01013,525.74,upi,Axis,network_error,3,5,1,120,1,183.0,1
P03099,C00670,239.89,card,ICICI,bank_declined,6,1,1,10,0,,1
P03100,C00269,532.98,upi,SBI,insufficient_funds,2,3,0,0,0,,0
P03101,C01284,401.5,card,Other,limit_exceeded,5,2,0,0,0,,0
P03102,C00924,406.06,upi,Axis,insufficient_funds,2,2,0,0,0,,0
P03103,C01126,163.69,upi,Axis,bank_declined,3,2,0,0,1,95.0,0
P03104,C01530,418.63,wallet,Other,timeout,4,1,0,0,1,151.0,0
P03105,C01759,2208.6,upi,ICICI,insufficient_funds,4,1,0,0,0,,0
P03106,C01595,677.93,upi,ICICI,network_error,4,3,0,0,0,,0
P03107,C00247,394.89,upi,Axis,insufficient_funds,3,2,0,0,0,,0
P03108,C01561,718.2,card,Axis,insufficient_funds,7,0,1,30,0,,1
P03109,C02179,1320.89,upi,Axis,network_error,5,1,0,0,1,55.0,0
P03110,C02401,297.86,card,Axis,network_error,3,2,1,30,1,154.0,1
P03111,C02244,1604.08,netbanking,Axis,timeout,1,1,1,60,1,9.0,1
P03112,C01940,233.25,card,SBI,network_error,2,0,1,60,1,179.0,1
P03113,C00930,375.0,upi,SBI,bank_declined,3,1,0,0,1,41.0,0
P03114,C02693,352.85,upi,SBI,bank_declined,3,1,1,30,1,157.0,1
P03115,C00227,1155.5,upi,HDFC,insufficient_funds,4,2,1,60,0,,1
P03116,C02749,227.15,upi,SBI,insufficient_funds,3,4,0,0,1,203.0,0
P03117,C00265,1037.4,netbanking,SBI,limit_exceeded,4,1,0,0,1,105.0,0
P03118,C01396,433.06,card,ICICI,network_error,3,4,0,0,1,20.0,0
P03119,C01458,542.84,netbanking,Axis,insufficient_funds,3,2,1,30,1,43.0,1
P03120,C00646,1129.86,card,Other,bank_declined,3,4,0,0,0,,0
P03121,C02259,690.4,card,ICICI,limit_exceeded,2,0,0,0,0,,0
P03122,C01419,1204.83,card,HDFC,limit_exceeded,3,2,1,60,1,85.0,1
P03123,C01474,1023.09,upi,ICICI,timeout,2,2,0,0,0,,0
P03124,C02991,3082.99,card,Other,network_error,2,1,1,120,0,,1
P03125,C01388,1104.64,card,ICICI,limit_exceeded,3,1,0,0,0,,0
P03126,C01900,537.03,upi,ICICI,network_error,3,4,1,60,0,,1
P03127,C02505,514.34,upi,SBI,network_error,5,2,1,10,0,,1
P03128,C02773,1660.72,upi,HDFC,timeout,3,1,0,0,0,,0
P03129,C01250,617.1,upi,SBI,bank_declined,4,7,0,0,1,54.0,0
P03130,C00982,713.04,wallet,Other,timeout,6,1,1,60,1,82.0,1
P03131,C01155,1157.53,netbanking,HDFC,insufficient_funds,2,2,0,0,0,,0
P03132,C00588,398.85,card,Other,insufficient_funds,8,2,0,0,1,128.0,0
P03133,C00476,272.49,netbanking,Other,timeout,3,1,1,60,0,,1
P03134,C01822,761.31,upi,ICICI,network_error,4,1,1,10,0,,1
P03135,C00986,362.62,card,ICICI,bank_declined,3,4,0,0,1,129.0,0
P03136,C02204,1479.18,card,ICICI,network_error,4,1,1,10,0,,1
P03137,C01242,92.19,netbanking,ICICI,limit_exceeded,5,1,1,30,0,,1
P03138,C00190,360.56,upi,HDFC,limit_exceeded,2,4,1,60,1,101.0,1
P03139,C01441,634.61,upi,SBI,network_error,1,0,1,60,1,113.0,1
P03140,C00981,330.77,card,HDFC,network_error,2,4,0,0,0,,0
P03141,C01699,1440.42,wallet,ICICI,network_error,1,2,1,120,0,,1
P03142,C01716,625.21,netbanking,Axis,timeout,2,7,1,60,1,178.0,1
P03143,C02594,336.62,wallet,Other,limit_exceeded,5,3,0,0,0,,0
P03144,C00041,641.29,card,ICICI,insufficient_funds,2,0,0,0,0,,0
P03145,C02355,199.59,upi,ICICI,network_error,6,1,0,0,0,,0
P03146,C00943,777.49,upi,Other,insufficient_funds,4,1,1,120,1,159.0,1
P03147,C00338,1365.7,card,Other,network_error,0,2,0,0,0,,0
P03148,C01338,487.02,card,SBI,insufficient_funds,2,5,0,0,0,,0
P03149,C01099,537.91,card,HDFC,timeout,6,1,0,0,0,,0
P03150,C02327,245.04,wallet,Other,network_error,2,2,1,10,0,,1
P03151,C00896,317.35,upi,HDFC,limit_exceeded,2,2,0,0,0,,0
P03152,C02321,1127.41,card,ICICI,limit_exceeded,2,3,1,10,1,112.0,1
P03153,C02885,497.14,upi,Axis,limit_exceeded,5,3,1,120,1,149.0,1
P03154,C02668,2570.13,upi,Axis,insufficient_funds,5,3,0,0,0,,0
P03155,C01675,806.24,card,SBI,bank_declined,7,1,1,10,1,144.0,1
P03156,C02910,242.3,wallet,SBI,bank_declined,6,4,1,120,1,31.0,1
P03157,C00931,2699.9,netbanking,SBI,timeout,4,3,0,0,0,,0
P03158,C00289,197.11,upi,Axis,insufficient_funds,2,2,0,0,0,,0
P03159,C00724,409.53,upi,Other,limit_exceeded,5,2,0,0,1,224.0,0
P03160,C02941,605.11,netbanking,Other,bank_declined,4,3,1,60,1,192.0,1
P03161,C02320,667.46,card,Other,network_error,1,3,1,10,1,22.0,1
P03162,C01954,347.47,netbanking,ICICI,limit_exceeded,3,1,0,0,0,,0
P03163,C01090,539.9,netbanking,HDFC,limit_exceeded,4,1,1,10,1,168.0,1
P03164,C00483,1363.12,netbanking,ICICI,bank_declined,1,0,1,60,0,,1
P03165,C00936,1376.66,card,SBI,bank_declined,4,1,0,0,1,218.0,0
P03166,C02296,1920.52,card,SBI,timeout,3,3,1,60,0,,1
P03167,C00156,291.72,card,Other,timeout,5,1,1,30,0,,1
P03168,C01071,658.23,card,ICICI,timeout,3,0,1,120,0,,1
P03169,C01959,736.35,wallet,ICICI,insufficient_funds,2,3,0,0,0,,0
P03170,C02502,149.2,netbanking,Other,insufficient_funds,6,1,0,0,0,,0
P03171,C02249,431.16,card,HDFC,insufficient_funds,11,2,0,0,1,93.0,0
P03172,C01684,788.62,upi,HDFC,bank_declined,4,3,1,10,0,,1
P03173,C00124,481.37,card,ICICI,insufficient_funds,4,1,0,0,0,,0
P03174,C02049,330.74,card,ICICI,timeout,11,2,0,0,1,231.0,0
P03175,C00968,693.97,card,HDFC,bank_declined,4,2,0,0,0,,0
P03176,C00855,1246.5,upi,Axis,timeout,4,1,1,30,1,82.0,1
P03177,C00640,611.13,card,Axis,limit_exceeded,3,1,1,120,1,39.0,1
P03178,C02239,117.29,card,SBI,bank_declined,5,1,1,120,0,,1
P03179,C01603,1230.31,netbanking,ICICI,bank_declined,1,0,1,60,0,,1
P03180,C02564,216.26,card,HDFC,insufficient_funds,4,4,1,30,1,109.0,1
P03181,C00442,231.55,upi,Other,bank_declined,5,2,0,0,1,7.0,0
P03182,C01945,631.23,netbanking,Other,network_error,4,1,0,0,0,,0
P03183,C01839,637.21,card,Axis,insufficient_funds,5,1,1,60,0,,1
P03184,C01830,333.62,netbanking,HDFC,network_error,2,1,1,60,1,224.0,1
P03185,C02191,880.48,upi,Axis,bank_declined,3,1,0,0,0,,0
P03186,C00533,518.2,upi,Axis,limit_exceeded,6,2,0,0,1,72.0,0
P03187,C02275,177.81,card,ICICI,bank_declined,3,2,0,0,0,,0
P03188,C01337,258.25,upi,ICICI,insufficient_funds,6,2,0,0,0,,0
P03189,C00949,421.9,netbanking,HDFC,bank_declined,2,2,0,0,0,,0
P03190,C02020,533.71,card,SBI,bank_declined,3,2,0,0,1,216.0,0
P03191,C00460,354.54,card,ICICI,bank_declined,1,2,0,0,0,,0
P03192,C00551,142.03,upi,SBI,bank_declined,6,1,1,60,0,,1
P03193,C00393,315.8,upi,Axis,limit_exceeded,5,1,1,10,0,,1
P03194,C01788,818.58,card,Axis,bank_declined,5,1,0,0,1,51.0,0
P03195,C00845,539.4,upi,HDFC,bank_declined,5,2,1,10,1,124.0,1
P03196,C02258,984.34,card,HDFC,timeout,4,0,0,0,0,,0
P03197,C01139,891.31,card,Axis,bank_declined,3,5,0,0,1,97.0,0
P03198,C00646,153.09,upi,SBI,insufficient_funds,4,3,0,0,0,,0
P03199,C02267,323.31,upi,SBI,limit_exceeded,3,2,1,30,0,,1
P03200,C02455,832.75,upi,Axis,insufficient_funds,6,2,1,60,1,36.0,1
P03201,C01467,728.51,netbanking,Other,timeout,4,4,1,30,0,,1
P03202,C01378,725.77,wallet,Other,timeout,1,1,0,0,1,85.0,0
P03203,C02936,1032.18,card,SBI,bank_declined,5,3,1,120,0,,1
P03204,C02606,1252.59,upi,Other,insufficient_funds,6,1,0,0,1,17.0,0
P03205,C02598,151.62,upi,ICICI,bank_declined,5,1,1,60,1,33.0,1
P03206,C00142,382.67,netbanking,HDFC,bank_declined,4,4,1,120,1,218.0,1
P03207,C02660,807.87,netbanking,HDFC,limit_exceeded,5,1,1,60,0,,1
P03208,C00501,887.31,netbanking,Other,insufficient_funds,3,2,0,0,1,204.0,0
P03209,C00840,1735.49,upi,Axis,network_error,3,1,0,0,0,,0
P03210,C02750,1453.26,card,ICICI,timeout,1,0,0,0,1,156.0,0
P03211,C01683,1142.32,card,Other,network_error,3,2,0,0,1,214.0,0
P03212,C01566,367.58,upi,Axis,network_error,3,1,0,0,1,155.0,0
P03213,C02047,930.73,card,Axis,limit_exceeded,4,5,1,120,0,,1
P03214,C01531,2057.26,card,SBI,network_error,4,5,1,120,0,,1
P03215,C00596,1469.54,wallet,ICICI,limit_exceeded,5,1,0,0,0,,0
P03216,C01905,669.62,wallet,ICICI,insufficient_funds,4,4,0,0,0,,0
P03217,C00281,1417.54,card,SBI,network_error,1,5,0,0,0,,0
P03218,C00424,602.3,netbanking,Axis,insufficient_funds,1,1,0,0,0,,0
P03219,C02904,607.22,wallet,Axis,timeout,3,1,0,0,1,100.0,0
P03220,C00270,441.06,upi,Other,timeout,1,1,1,60,0,,1
P03221,C00154,195.62,upi,HDFC,network_error,6,0,1,60,1,221.0,1
P03222,C02662,1007.76,wallet,SBI,bank_declined,1,4,0,0,0,,0
P03223,C01751,482.05,card,Other,bank_declined,3,0,1,30,1,42.0,1
P03224,C00662,572.52,netbanking,ICICI,insufficient_funds,1,2,0,0,0,,0
P03225,C01968,739.94,card,ICICI,bank_declined,4,1,0,0,1,164.0,0
P03226,C00083,345.33,upi,ICICI,bank_declined,1,4,1,30,0,,1
P03227,C02995,959.43,card,HDFC,network_error,2,1,1,10,1,199.0,1
P03228,C02947,467.07,upi,SBI,timeout,6,3,1,120,1,107.0,1
P03229,C01450,480.39,netbanking,HDFC,network_error,1,3,1,120,1,29.0,1
P03230,C01299,56.04,card,Axis,network_error,3,1,0,0,1,10.0,0
P03231,C02332,576.88,upi,Axis,limit_exceeded,4,1,0,0,1,191.0,0
P03232,C00980,269.97,netbanking,ICICI,insufficient_funds,6,6,0,0,0,,0
P03233,C02221,403.7,wallet,SBI,network_error,4,1,0,0,0,,0
P03234,C02811,302.34,netbanking,Other,insufficient_funds,3,2,1,120,0,,1
P03235,C01660,316.14,upi,Axis,network_error,4,2,1,60,0,,1
P03236,C01399,443.02,netbanking,Other,timeout,4,1,0,0,1,209.0,0
P03237,C00633,730.23,upi,Other,timeout,3,3,1,30,0,,1
P03238,C01532,1477.83,upi,Axis,network_error,5,2,0,0,1,151.0,0
P03239,C00787,578.86,card,Other,insufficient_funds,2,3,0,0,0,,0
P03240,C02991,376.07,card,Other,insufficient_funds,7,2,0,0,0,,0
P03241,C00398,414.35,card,Other,timeout,5,4,1,10,1,36.0,1
P03242,C01144,1007.5,upi,HDFC,timeout,6,2,0,0,1,56.0,0
P03243,C00934,698.67,card,SBI,insufficient_funds,5,1,0,0,0,,0
P03244,C01461,214.77,card,ICICI,insufficient_funds,4,1,1,30,0,,1
P03245,C01853,316.67,card,HDFC,timeout,2,1,1,30,0,,1
P03246,C02724,522.69,card,Other,limit_exceeded,5,1,0,0,1,171.0,0
P03247,C02984,440.85,netbanking,HDFC,network_error,3,3,0,0,0,,0
P03248,C02513,338.73,upi,HDFC,insufficient_funds,2,2,0,0,0,,0
P03249,C00286,436.41,upi,SBI,bank_declined,4,5,0,0,0,,0
P03250,C00265,607.04,card,SBI,timeout,3,1,0,0,1,107.0,0
P03251,C02368,652.83,upi,Other,network_error,4,1,0,0,0,,0
P03252,C02721,513.44,upi,HDFC,insufficient_funds,4,0,0,0,0,,0
P03253,C02868,950.62,card,SBI,bank_declined,1,2,1,120,0,,1
P03254,C02137,683.57,wallet,SBI,timeout,5,1,0,0,0,,0
P03255,C01678,244.36,wallet,HDFC,bank_declined,3,3,0,0,1,47.0,0
P03256,C01227,393.41,wallet,SBI,bank_declined,2,4,0,0,0,,0
P03257,C00821,452.2,upi,Axis,limit_exceeded,2,3,1,60,1,175.0,1
P03258,C01763,446.66,netbanking,SBI,limit_exceeded,5,2,1,30,1,207.0,1
P03259,C02382,286.46,card,Other,timeout,3,2,1,30,1,109.0,1
P03260,C02270,339.59,netbanking,Other,insufficient_funds,3,1,1,30,0,,1
P03261,C00041,937.45,wallet,ICICI,insufficient_funds,5,3,0,0,0,,0
P03262,C01732,249.64,card,ICICI,bank_declined,8,4,0,0,0,,0
P03263,C00068,405.87,card,HDFC,insufficient_funds,2,1,0,0,0,,0
P03264,C00988,1196.32,card,Other,insufficient_funds,4,1,1,10,1,95.0,1
P03265,C01800,473.85,netbanking,ICICI,bank_declined,2,5,0,0,0,,0
P03266,C02562,2656.8,upi,HDFC,network_error,5,1,0,0,0,,0
P03267,C01622,1544.43,upi,ICICI,network_error,5,3,0,0,0,,0
P03268,C01656,108.97,netbanking,SBI,bank_declined,5,0,0,0,1,235.0,0
P03269,C01279,232.32,netbanking,Axis,insufficient_funds,3,5,0,0,0,,0
P03270,C00695,520.28,wallet,ICICI,network_error,5,3,0,0,0,,0
P03271,C02525,399.0,card,SBI,insufficient_funds,2,5,1,120,1,92.0,1
P03272,C01086,814.63,upi,Axis,insufficient_funds,9,1,1,10,0,,1
P03273,C02929,782.2,wallet,ICICI,bank_declined,3,5,0,0,1,48.0,0
P03274,C02480,172.64,upi,Other,network_error,4,3,0,0,0,,0
P03275,C01694,1122.79,upi,Axis,timeout,8,2,0,0,0,,0
P03276,C02316,1910.55,wallet,SBI,network_error,5,1,0,0,0,,0
P03277,C01059,190.5,netbanking,Other,bank_declined,2,0,0,0,1,19.0,0
P03278,C00779,379.15,upi,SBI,network_error,6,2,1,30,1,28.0,1
P03279,C00494,394.04,upi,ICICI,insufficient_funds,3,1,1,60,0,,1
P03280,C01586,1185.13,wallet,SBI,bank_declined,2,2,0,0,0,,0
P03281,C01493,1423.5,card,HDFC,network_error,3,2,1,60,1,21.0,1
P03282,C01791,364.39,card,SBI,timeout,2,0,0,0,1,149.0,0
P03283,C00661,357.65,wallet,SBI,insufficient_funds,6,0,0,0,1,180.0,0
P03284,C01349,1003.9,upi,Other,insufficient_funds,2,1,1,10,0,,1
P03285,C01328,425.93,upi,SBI,insufficient_funds,9,2,0,0,0,,0
P03286,C01300,577.95,upi,Axis,network_error,6,3,0,0,0,,0
P03287,C01987,964.53,upi,SBI,network_error,3,1,0,0,0,,0
P03288,C02045,822.88,upi,ICICI,insufficient_funds,4,3,1,120,0,,1
P03289,C01929,604.19,netbanking,HDFC,network_error,4,1,0,0,1,203.0,0
P03290,C01348,196.98,upi,HDFC,timeout,6,1,1,30,1,18.0,1
P03291,C01059,751.09,upi,SBI,insufficient_funds,4,4,0,0,0,,0
P03292,C00977,987.76,card,HDFC,bank_declined,3,3,0,0,1,181.0,0
P03293,C00482,835.49,upi,Other,timeout,7,2,1,60,0,,1
P03294,C00728,188.5,netbanking,HDFC,network_error,6,1,1,120,1,37.0,1
P03295,C02528,875.13,upi,ICICI,bank_declined,3,4,1,60,1,13.0,1
P03296,C01032,300.64,netbanking,SBI,timeout,2,2,0,0,0,,0
P03297,C00343,91.69,card,HDFC,limit_exceeded,2,2,0,0,1,147.0,0
P03298,C01448,442.28,upi,ICICI,bank_declined,5,1,0,0,0,,0
P03299,C02380,220.91,card,HDFC,network_error,5,2,0,0,0,,0
P03300,C02486,492.05,netbanking,ICICI,insufficient_funds,1,0,1,10,0,,1
P03301,C02222,205.74,upi,SBI,insufficient_funds,3,1,0,0,1,121.0,0
P03302,C02607,425.05,upi,ICICI,network_error,3,2,1,60,0,,1
P03303,C00527,158.13,card,HDFC,bank_declined,5,2,0,0,1,68.0,0
P03304,C01897,307.07,wallet,ICICI,timeout,3,2,0,0,1,41.0,0
P03305,C00659,623.55,netbanking,SBI,timeout,8,1,1,10,1,28.0,1
P03306,C02074,1700.72,upi,ICICI,bank_declined,3,2,1,60,1,149.0,1
P03307,C00820,405.11,upi,Other,network_error,5,1,0,0,0,,0
P03308,C02653,488.14,upi,HDFC,timeout,8,6,0,0,0,,0
P03309,C00406,861.58,wallet,ICICI,bank_declined,2,1,0,0,0,,0
P03310,C02280,654.42,netbanking,Other,bank_declined,1,1,1,30,0,,1
P03311,C02581,678.13,card,Other,insufficient_funds,7,2,1,120,0,,1
P03312,C01574,803.67,wallet,Axis,insufficient_funds,4,2,1,10,1,136.0,1
P03313,C01812,377.43,card,ICICI,network_error,4,2,0,0,1,38.0,0
P03314,C00505,283.94,upi,Axis,bank_declined,3,4,0,0,0,,0
P03315,C00179,599.06,netbanking,Other,insufficient_funds,2,4,0,0,1,129.0,0
P03316,C00132,96.43,card,SBI,insufficient_funds,4,2,0,0,1,36.0,0
P03317,C01847,117.05,wallet,ICICI,insufficient_funds,5,3,1,120,1,36.0,1
P03318,C01479,1403.63,card,Axis,timeout,4,0,1,60,0,,1
P03319,C02396,1090.89,upi,HDFC,insufficient_funds,4,0,1,120,0,,1
P03320,C02588,306.2,card,SBI,bank_declined,3,2,1,120,1,232.0,1
P03321,C00772,208.27,netbanking,Axis,insufficient_funds,4,0,0,0,0,,0
P03322,C01430,720.3,card,ICICI,network_error,3,4,0,0,1,25.0,0
P03323,C02124,806.14,card,HDFC,network_error,9,2,0,0,1,68.0,0
P03324,C00579,263.87,card,SBI,limit_exceeded,7,3,1,10,0,,1
P03325,C02902,450.98,upi,Other,timeout,5,2,0,0,1,160.0,0
P03326,C01516,139.56,upi,Axis,limit_exceeded,5,0,1,30,0,,1
P03327,C00194,362.37,card,SBI,network_error,0,1,1,10,0,,1
P03328,C02008,417.71,card,Other,timeout,1,1,1,30,1,183.0,1
P03329,C01186,552.16,card,ICICI,limit_exceeded,3,0,0,0,1,171.0,0
P03330,C02395,2323.81,upi,ICICI,insufficient_funds,4,7,0,0,1,207.0,0
P03331,C02999,215.87,card,Other,limit_exceeded,2,3,1,60,1,104.0,1
P03332,C01385,1410.28,upi,SBI,insufficient_funds,6,1,1,30,1,166.0,1
P03333,C01793,327.93,card,Axis,timeout,3,2,0,0,0,,0
P03334,C01111,305.44,netbanking,ICICI,timeout,5,1,0,0,1,40.0,0
P03335,C02262,1023.58,card,ICICI,insufficient_funds,1,3,0,0,1,155.0,0
P03336,C01937,302.26,netbanking,SBI,limit_exceeded,4,1,0,0,1,183.0,0
P03337,C02621,264.13,netbanking,ICICI,limit_exceeded,6,1,0,0,0,,0
P03338,C00780,754.34,wallet,HDFC,network_error,9,0,1,120,1,30.0,1
P03339,C00262,685.87,netbanking,Other,insufficient_funds,2,1,0,0,0,,0
P03340,C00730,340.18,upi,Axis,network_error,2,1,1,30,1,41.0,1
P03341,C00283,1733.25,card,SBI,bank_declined,6,3,1,120,0,,1
P03342,C01491,346.85,card,HDFC,limit_exceeded,8,0,1,60,1,66.0,1
P03343,C00362,161.54,netbanking,ICICI,bank_declined,9,3,1,30,1,98.0,1
P03344,C00441,216.72,upi,ICICI,network_error,2,6,1,120,1,90.0,1
P03345,C02141,212.05,netbanking,HDFC,network_error,4,2,0,0,0,,0
P03346,C01645,378.95,upi,ICICI,bank_declined,2,3,0,0,0,,0
P03347,C02801,1341.1,netbanking,Other,network_error,6,0,1,60,1,117.0,1
P03348,C00867,138.2,netbanking,ICICI,bank_declined,5,5,1,120,1,161.0,1
P03349,C01448,1619.96,card,Axis,bank_declined,3,0,1,120,0,,1
P03350,C00142,299.49,netbanking,Other,limit_exceeded,9,2,0,0,0,,0
P03351,C01315,326.25,card,SBI,insufficient_funds,4,1,1,30,0,,1
P03352,C01456,280.06,netbanking,Other,bank_declined,7,3,0,0,1,81.0,0
P03353,C02797,337.91,wallet,SBI,insufficient_funds,4,4,1,60,0,,1
P03354,C01876,408.98,wallet,SBI,bank_declined,5,2,0,0,0,,0
P03355,C01848,443.05,card,Other,network_error,1,4,1,120,1,94.0,1
P03356,C01713,594.03,card,Axis,insufficient_funds,6,3,0,0,0,,0
P03357,C02701,111.73,netbanking,ICICI,bank_declined,4,2,0,0,1,109.0,0
P03358,C00701,440.1,netbanking,Other,limit_exceeded,3,1,1,30,0,,1
